from,to,unfinished,finished
C0064,C0129,2,2
C0064,C0130,1,0
C0064,C0131,0,1
C0064,C0132,5,1
C0064,C0133,2,2
C0064,C0134,2,3
C0064,C0135,4,1
C0064,C0136,1,0
C0064,C0137,3,3
C0064,C0138,2,0
C0064,C0139,5,1
C0064,C0140,1,0
C0064,C0142,2,0
C0064,C0143,7,0
C0064,C0144,2,4
C0064,C0145,2,1
C0064,C0146,1,0
C0065,C0001,763,340
C0065,C0002,6,6
C0065,C0003,9,9
C0065,C0004,35,20
C0065,C0005,57,10
C0065,C0006,53,12
C0065,C0007,45,44
C0065,C0008,225,53
C0065,C0009,83,37
C0065,C0010,22,18
C0065,C0011,18,12
C0065,C0012,8,1
C0065,C0013,17,8
C0065,C0014,88,43
C0065,C0015,23,8
C0065,C0016,184,99
C0065,C0017,6,6
C0065,C0019,5,1
C0065,C0020,0,7
C0065,C0022,4,1
C0065,C0023,2,1
C0065,C0024,1,4
C0065,C0025,0,1
C0065,C0026,5,1
C0065,C0027,0,3
C0065,C0029,1,1
C0065,C0030,7,2
C0065,C0031,19,8
C0065,C0032,5,1
C0065,C0033,22,2
C0065,C0034,19,7
C0065,C0035,5,2
C0065,C0036,2,0
C0065,C0037,0,1
C0065,C0038,2,0
C0065,C0039,1,2
C0065,C0040,3,4
C0065,C0041,7,4
C0065,C0042,14,23
C0065,C0043,1,2
C0065,C0044,0,2
C0065,C0045,7,1
C0065,C0046,1,2
C0065,C0047,2,1
C0065,C0048,8,3
C0065,C0049,16,4
C0065,C0050,2,1
C0065,C0051,10,5
C0065,C0052,4,1
C0065,C0053,43,7
C0065,C0054,22,1
C0065,C0055,30,6
C0065,C0056,32,7
C0065,C0057,5,6
C0065,C0058,11,1
C0065,C0059,7,3
C0065,C0060,4,0
C0065,C0061,3,2
C0065,C0062,31,4
C0065,C0063,1,1
C0065,C0064,12,4
C0065,C0065,13,4
C0065,C0066,4,0
C0065,C0067,38,15
C0065,C0068,11,2
C0065,C0069,1,0
C0065,C0070,2,5
C0065,C0072,6,5
C0065,C0073,0,4
C0065,C0074,12,3
C0065,C0076,8,12
C0065,C0077,0,1
C0065,C0078,9,3
C0065,C0079,5,2
C0065,C0080,0,2
C0065,C0081,4,1
C0065,C0083,3,1
C0065,C0084,3,6
C0065,C0085,2,0
C0065,C0086,6,2
C0065,C0087,13,4
C0065,C0088,2,0
C0065,C0089,2,4
C0065,C0091,1,5
C0065,C0092,6,1
C0065,C0093,5,1
C0065,C0094,0,1
C0065,C0095,1,0
C0065,C0096,1,0
C0065,C0097,0,1
C0065,C0098,10,4
C0065,C0099,2,0
C0065,C0100,1,1
C0065,C0101,1,3
C0065,C0102,5,1
C0065,C0103,1,4
C0065,C0104,8,0
C0065,C0105,25,6
C0065,C0107,2,1
C0065,C0108,3,7
C0065,C0109,11,1
C0065,C0110,7,6
C0065,C0111,9,4
C0065,C0112,2,1
C0065,C0113,5,0
C0065,C0114,2,1
C0065,C0115,6,1
C0065,C0116,0,1
C0065,C0117,95,67
C0065,C0118,49,13
C0065,C0119,43,19
C0065,C0120,7,3
C0065,C0121,7,4
C0065,C0122,13,0
C0065,C0123,14,1
C0065,C0124,8,1
C0065,C0125,1,2
C0065,C0126,15,11
C0065,C0128,19,2
C0065,C0129,5,7
C0065,C0130,7,3
C0065,C0131,0,1
C0065,C0132,12,4
C0065,C0133,13,14
C0065,C0134,7,10
C0065,C0135,23,15
C0065,C0136,3,1
C0065,C0137,25,14
C0065,C0138,11,1
C0065,C0139,30,10
C0065,C0140,8,2
C0065,C0142,7,0
C0065,C0143,13,6
C0065,C0144,7,5
C0065,C0145,14,6
C0065,C0146,2,2
C0066,C0001,101,43
C0066,C0003,0,2
C0066,C0004,8,5
C0066,C0005,9,2
C0066,C0006,5,0
C0066,C0007,9,1
C0066,C0008,34,8
C0066,C0009,12,2
C0066,C0010,3,5
C0066,C0011,4,1
C0066,C0012,2,1
C0066,C0013,2,2
C0066,C0014,11,6
C0066,C0015,1,0
C0066,C0016,18,14
C0066,C0020,0,2
C0066,C0024,0,1
C0066,C0025,0,1
C0066,C0026,1,0
C0066,C0027,3,0
C0066,C0029,3,3
C0066,C0031,1,1
C0066,C0032,4,0
C0066,C0035,1,0
C0066,C0039,3,0
C0066,C0042,2,0
C0066,C0044,3,1
C0066,C0045,1,0
C0066,C0049,6,0
C0066,C0051,7,1
C0066,C0052,0,1
C0066,C0053,9,3
C0066,C0055,3,0
C0066,C0056,4,0
C0066,C0058,0,1
C0066,C0059,1,0
C0066,C0060,0,1
C0066,C0062,2,1
C0066,C0063,2,0
C0066,C0065,1,0
C0066,C0067,4,1
C0066,C0068,4,0
C0066,C0070,3,0
C0066,C0073,0,1
C0066,C0075,3,2
C0066,C0076,0,2
C0066,C0079,0,1
C0066,C0081,2,0
C0066,C0083,0,1
C0066,C0085,1,0
C0066,C0086,1,0
C0066,C0088,0,1
C0066,C0089,2,1
C0066,C0096,1,1
C0066,C0098,0,1
C0066,C0102,3,0
C0066,C0103,1,0
C0066,C0105,1,0
C0066,C0106,1,0
C0066,C0107,1,2
C0066,C0108,0,2
C0066,C0109,2,0
C0066,C0110,1,0
C0066,C0111,1,0
C0066,C0117,8,10
C0066,C0118,5,3
C0066,C0119,5,1
C0066,C0120,2,0
C0066,C0121,6,1
C0066,C0122,1,1
C0066,C0123,1,0
C0066,C0127,4,1
C0066,C0129,1,4
C0066,C0130,2,0
C0066,C0132,1,0
C0066,C0133,1,4
C0066,C0134,2,1
C0066,C0137,1,1
C0066,C0139,4,3
C0066,C0140,1,0
C0066,C0143,3,1
C0066,C0145,2,0
C0067,C0001,1369,567
C0067,C0002,13,3
C0067,C0003,18,17
C0067,C0004,74,26
C0067,C0005,124,20
C0067,C0006,67,35
C0067,C0007,118,81
C0067,C0008,373,84
C0067,C0009,134,47
C0067,C0010,37,20
C0067,C0011,33,23
C0067,C0012,11,4
C0067,C0013,23,15
C0067,C0014,169,67
C0067,C0015,61,19
C0067,C0016,323,154
C0067,C0017,13,3
C0067,C0019,6,3
C0067,C0020,4,7
C0067,C0021,5,3
C0067,C0022,3,4
C0067,C0023,3,2
C0067,C0024,0,1
C0067,C0026,6,3
C0067,C0027,5,2
C0067,C0028,15,3
C0067,C0029,7,4
C0067,C0030,4,2
C0067,C0031,35,9
C0067,C0032,3,2
C0067,C0033,20,4
C0067,C0034,33,21
C0067,C0035,7,9
C0067,C0036,5,1
C0067,C0037,5,9
C0067,C0038,0,4
C0067,C0039,9,5
C0067,C0040,7,8
C0067,C0041,10,8
C0067,C0042,44,21
C0067,C0043,1,3
C0067,C0044,6,0
C0067,C0045,16,7
C0067,C0046,5,3
C0067,C0047,4,0
C0067,C0048,13,14
C0067,C0049,41,6
C0067,C0051,27,6
C0067,C0052,10,2
C0067,C0053,61,5
C0067,C0054,25,4
C0067,C0055,69,13
C0067,C0056,31,12
C0067,C0057,11,4
C0067,C0058,18,3
C0067,C0059,16,8
C0067,C0060,7,0
C0067,C0061,14,2
C0067,C0062,35,14
C0067,C0063,5,4
C0067,C0064,10,1
C0067,C0065,19,7
C0067,C0066,4,0
C0067,C0067,35,13
C0067,C0068,12,8
C0067,C0070,28,9
C0067,C0071,1,0
C0067,C0072,4,5
C0067,C0073,11,4
C0067,C0074,21,2
C0067,C0075,7,5
C0067,C0076,11,3
C0067,C0078,16,8
C0067,C0079,3,4
C0067,C0080,1,9
C0067,C0081,14,1
C0067,C0082,3,1
C0067,C0083,4,3
C0067,C0084,4,2
C0067,C0085,4,3
C0067,C0086,3,4
C0067,C0087,7,1
C0067,C0088,4,2
C0067,C0089,11,11
C0067,C0090,1,1
C0067,C0091,0,1
C0067,C0092,9,1
C0067,C0093,9,6
C0067,C0096,25,5
C0067,C0097,8,6
C0067,C0098,18,5
C0067,C0099,6,3
C0067,C0100,1,2
C0067,C0101,2,1
C0067,C0102,6,1
C0067,C0103,9,8
C0067,C0104,10,0
C0067,C0105,26,5
C0067,C0106,1,1
C0067,C0107,20,3
C0067,C0108,9,15
C0067,C0109,19,3
C0067,C0110,6,3
C0067,C0111,15,5
C0067,C0112,4,3
C0067,C0113,6,1
C0067,C0114,15,1
C0067,C0115,16,4
C0067,C0116,6,6
C0067,C0117,182,108
C0067,C0118,85,24
C0067,C0119,63,24
C0067,C0120,18,2
C0067,C0121,12,5
C0067,C0122,29,1
C0067,C0123,37,8
C0067,C0124,13,1
C0067,C0125,6,2
C0067,C0126,15,9
C0067,C0127,5,1
C0067,C0128,4,1
C0067,C0129,24,18
C0067,C0130,11,5
C0067,C0131,1,1
C0067,C0132,25,12
C0067,C0133,24,23
C0067,C0134,20,14
C0067,C0135,55,21
C0067,C0136,2,1
C0067,C0137,20,13
C0067,C0138,24,7
C0067,C0139,53,14
C0067,C0140,6,2
C0067,C0141,2,1
C0067,C0142,12,2
C0067,C0143,9,3
C0067,C0144,21,11
C0067,C0145,15,6
C0067,C0146,6,2
C0068,C0001,694,364
C0068,C0002,6,3
C0068,C0003,12,9
C0068,C0004,20,20
C0068,C0005,60,7
C0068,C0006,28,24
C0068,C0007,62,35
C0068,C0008,201,81
C0068,C0009,62,26
C0068,C0010,28,6
C0068,C0011,16,19
C0068,C0012,3,0
C0068,C0013,15,7
C0068,C0014,76,41
C0068,C0015,26,13
C0068,C0016,173,97
C0068,C0017,6,3
C0068,C0019,2,0
C0068,C0020,6,2
C0068,C0021,4,1
C0068,C0022,0,6
C0068,C0023,1,1
C0068,C0024,0,1
C0068,C0025,1,1
C0068,C0026,0,1
C0068,C0028,2,3
C0068,C0029,1,2
C0068,C0030,0,1
C0068,C0031,15,10
C0068,C0032,2,1
C0068,C0033,1,4
C0068,C0034,23,15
C0068,C0035,0,4
C0068,C0036,2,0
C0068,C0037,1,2
C0068,C0038,15,5
C0068,C0039,1,0
C0068,C0040,13,3
C0068,C0041,4,8
C0068,C0042,14,11
C0068,C0045,10,3
C0068,C0046,0,1
C0068,C0047,2,0
C0068,C0048,3,3
C0068,C0049,36,5
C0068,C0050,0,1
C0068,C0051,9,4
C0068,C0052,30,25
C0068,C0053,22,3
C0068,C0054,16,3
C0068,C0055,24,5
C0068,C0056,16,11
C0068,C0057,5,4
C0068,C0058,8,1
C0068,C0059,15,5
C0068,C0060,1,2
C0068,C0061,1,3
C0068,C0062,23,7
C0068,C0063,0,1
C0068,C0064,1,1
C0068,C0065,7,4
C0068,C0066,5,1
C0068,C0067,14,3
C0068,C0068,19,9
C0068,C0070,8,1
C0068,C0071,2,0
C0068,C0072,0,3
C0068,C0073,3,3
C0068,C0074,5,2
C0068,C0076,2,2
C0068,C0078,21,2
C0068,C0079,5,2
C0068,C0080,0,2
C0068,C0081,6,3
C0068,C0082,2,1
C0068,C0083,1,5
C0068,C0084,2,7
C0068,C0085,1,1
C0068,C0086,5,2
C0068,C0087,11,3
C0068,C0088,1,0
C0068,C0089,0,3
C0068,C0090,3,1
C0068,C0091,1,1
C0068,C0092,1,2
C0068,C0093,0,1
C0068,C0095,0,2
C0068,C0096,2,0
C0068,C0097,3,1
C0068,C0098,8,6
C0068,C0099,1,0
C0068,C0100,2,1
C0068,C0101,4,1
C0068,C0102,13,4
C0068,C0103,2,2
C0068,C0104,2,3
C0068,C0105,8,3
C0068,C0107,5,2
C0068,C0108,3,7
C0068,C0109,17,1
C0068,C0110,5,4
C0068,C0111,10,6
C0068,C0112,4,4
C0068,C0113,1,2
C0068,C0114,6,0
C0068,C0115,6,1
C0068,C0117,80,66
C0068,C0118,52,21
C0068,C0119,42,10
C0068,C0120,20,4
C0068,C0121,8,1
C0068,C0122,9,1
C0068,C0123,14,0
C0068,C0124,4,1
C0068,C0125,3,0
C0068,C0126,8,3
C0068,C0128,1,0
C0068,C0129,12,7
C0068,C0130,4,1
C0068,C0131,1,0
C0068,C0132,9,6
C0068,C0133,16,9
C0068,C0134,12,5
C0068,C0135,15,27
C0068,C0136,0,2
C0068,C0137,11,10
C0068,C0138,7,0
C0068,C0139,37,17
C0068,C0140,5,0
C0068,C0141,3,4
C0068,C0142,3,0
C0068,C0143,24,4
C0068,C0144,8,6
C0068,C0145,1,0
C0068,C0146,6,0
C0069,C0001,42,18
C0069,C0003,1,0
C0069,C0004,2,1
C0069,C0005,6,1
C0069,C0006,0,1
C0069,C0007,0,1
C0069,C0008,11,4
C0069,C0009,2,3
C0069,C0010,3,1
C0069,C0011,3,0
C0069,C0014,3,1
C0069,C0015,5,1
C0069,C0016,12,5
C0069,C0021,1,0
C0069,C0029,2,1
C0069,C0034,0,1
C0069,C0044,0,1
C0069,C0049,1,0
C0069,C0052,1,0
C0069,C0053,4,0
C0069,C0055,3,2
C0069,C0056,2,0
C0069,C0059,0,1
C0069,C0062,0,1
C0069,C0068,1,0
C0069,C0072,0,2
C0069,C0074,1,1
C0069,C0078,3,1
C0069,C0081,1,0
C0069,C0084,2,0
C0069,C0093,2,0
C0069,C0096,2,0
C0069,C0100,1,0
C0069,C0109,0,1
C0069,C0111,1,0
C0069,C0115,2,0
C0069,C0116,2,1
C0069,C0117,4,3
C0069,C0118,9,0
C0069,C0119,0,2
C0069,C0122,3,0
C0069,C0123,3,1
C0069,C0129,1,1
C0069,C0131,1,0
C0069,C0133,1,0
C0069,C0134,1,1
C0069,C0136,0,1
C0069,C0138,2,0
C0069,C0139,7,0
C0069,C0143,0,1
C0069,C0144,0,1
C0070,C0001,549,252
C0070,C0002,9,1
C0070,C0003,6,4
C0070,C0004,19,11
C0070,C0005,52,4
C0070,C0006,20,12
C0070,C0007,45,31
C0070,C0008,148,47
C0070,C0009,52,30
C0070,C0010,15,7
C0070,C0011,19,7
C0070,C0012,2,1
C0070,C0013,12,7
C0070,C0014,55,30
C0070,C0015,24,13
C0070,C0016,144,70
C0070,C0017,9,1
C0070,C0019,0,1
C0070,C0021,5,1
C0070,C0022,1,2
C0070,C0023,1,1
C0070,C0024,1,0
C0070,C0025,0,1
C0070,C0026,2,1
C0070,C0027,2,2
C0070,C0028,0,1
C0070,C0029,4,1
C0070,C0030,2,1
C0070,C0031,10,3
C0070,C0032,4,0
C0070,C0033,2,1
C0070,C0034,9,5
C0070,C0035,5,5
C0070,C0036,0,1
C0070,C0037,0,1
C0070,C0038,9,4
C0070,C0039,1,1
C0070,C0040,3,3
C0070,C0041,3,3
C0070,C0042,18,9
C0070,C0043,2,3
C0070,C0045,6,4
C0070,C0046,2,0
C0070,C0047,1,0
C0070,C0048,0,3
C0070,C0049,18,2
C0070,C0051,10,1
C0070,C0052,4,2
C0070,C0053,49,2
C0070,C0054,6,5
C0070,C0055,19,3
C0070,C0056,8,8
C0070,C0057,3,4
C0070,C0058,5,1
C0070,C0059,8,11
C0070,C0061,3,1
C0070,C0062,18,6
C0070,C0063,0,2
C0070,C0065,9,1
C0070,C0066,2,0
C0070,C0067,23,8
C0070,C0068,2,5
C0070,C0070,9,4
C0070,C0071,1,1
C0070,C0072,1,3
C0070,C0073,2,4
C0070,C0074,5,4
C0070,C0075,5,1
C0070,C0076,2,3
C0070,C0078,5,1
C0070,C0079,3,2
C0070,C0081,7,2
C0070,C0082,0,1
C0070,C0083,7,0
C0070,C0084,4,4
C0070,C0086,1,0
C0070,C0087,1,2
C0070,C0088,1,0
C0070,C0089,10,4
C0070,C0090,0,1
C0070,C0091,2,2
C0070,C0093,2,1
C0070,C0094,0,1
C0070,C0095,2,0
C0070,C0096,1,0
C0070,C0097,1,0
C0070,C0098,8,12
C0070,C0099,2,0
C0070,C0100,0,1
C0070,C0102,6,0
C0070,C0103,4,1
C0070,C0104,4,0
C0070,C0105,7,1
C0070,C0107,1,5
C0070,C0108,3,5
C0070,C0109,10,0
C0070,C0110,2,2
C0070,C0111,4,2
C0070,C0112,5,4
C0070,C0113,3,0
C0070,C0114,2,2
C0070,C0115,6,4
C0070,C0116,4,1
C0070,C0117,65,48
C0070,C0118,32,9
C0070,C0119,47,13
C0070,C0120,6,1
C0070,C0121,8,0
C0070,C0122,26,1
C0070,C0123,8,1
C0070,C0124,3,1
C0070,C0125,5,0
C0070,C0126,6,7
C0070,C0127,1,0
C0070,C0128,10,0
C0070,C0129,13,14
C0070,C0130,4,2
C0070,C0131,1,0
C0070,C0132,6,3
C0070,C0133,8,5
C0070,C0134,8,5
C0070,C0135,10,9
C0070,C0136,3,2
C0070,C0137,12,8
C0070,C0138,6,3
C0070,C0139,20,3
C0070,C0140,6,2
C0070,C0141,0,1
C0070,C0142,1,1
C0070,C0143,12,1
C0070,C0144,12,3
C0070,C0145,16,6
C0070,C0146,6,3
C0071,C0001,185,73
C0071,C0002,2,2
C0071,C0003,5,0
C0071,C0004,5,4
C0071,C0005,20,2
C0071,C0006,6,4
C0071,C0007,15,8
C0071,C0008,49,11
C0071,C0009,17,8
C0071,C0010,5,0
C0071,C0011,3,6
C0071,C0012,4,3
C0071,C0013,2,3
C0071,C0014,17,6
C0071,C0015,3,0
C0071,C0016,59,20
C0071,C0017,2,2
C0071,C0020,2,0
C0071,C0021,3,0
C0071,C0023,1,0
C0071,C0024,0,1
C0071,C0029,1,0
C0071,C0030,1,0
C0071,C0031,3,3
C0071,C0033,2,0
C0071,C0034,1,0
C0071,C0035,3,4
C0071,C0038,1,0
C0071,C0039,0,1
C0071,C0040,5,4
C0071,C0041,2,1
C0071,C0042,1,0
C0071,C0043,0,1
C0071,C0044,1,0
C0071,C0045,3,0
C0071,C0048,2,1
C0071,C0049,5,2
C0071,C0051,9,0
C0071,C0052,4,2
C0071,C0053,11,1
C0071,C0054,3,0
C0071,C0055,2,2
C0071,C0056,5,1
C0071,C0057,1,0
C0071,C0058,3,0
C0071,C0059,1,0
C0071,C0061,5,3
C0071,C0062,4,2
C0071,C0065,2,3
C0071,C0066,5,0
C0071,C0067,1,1
C0071,C0068,3,2
C0071,C0070,5,2
C0071,C0072,0,1
C0071,C0074,1,0
C0071,C0076,3,0
C0071,C0079,2,0
C0071,C0080,0,1
C0071,C0081,1,1
C0071,C0082,1,2
C0071,C0085,0,1
C0071,C0086,1,1
C0071,C0087,2,1
C0071,C0089,0,2
C0071,C0093,2,0
C0071,C0096,1,0
C0071,C0098,1,1
C0071,C0099,1,0
C0071,C0101,2,2
C0071,C0103,2,0
C0071,C0104,1,1
C0071,C0105,3,1
C0071,C0108,4,1
C0071,C0112,1,0
C0071,C0113,2,0
C0071,C0117,32,14
C0071,C0118,12,5
C0071,C0119,15,1
C0071,C0120,4,1
C0071,C0121,9,0
C0071,C0122,3,0
C0071,C0123,1,1
C0071,C0124,1,0
C0071,C0126,0,1
C0071,C0128,1,0
C0071,C0129,4,2
C0071,C0130,0,1
C0071,C0132,9,1
C0071,C0133,2,1
C0071,C0134,12,3
C0071,C0135,5,5
C0071,C0137,0,1
C0071,C0138,2,2
C0071,C0139,8,2
C0071,C0140,2,1
C0071,C0142,2,0
C0071,C0143,3,0
C0071,C0144,2,0
C0071,C0145,2,1
C0071,C0146,6,0
C0072,C0001,243,128
C0072,C0002,3,1
C0072,C0003,1,5
C0072,C0004,25,4
C0072,C0005,21,2
C0072,C0006,4,3
C0072,C0007,22,26
C0072,C0008,75,20
C0072,C0009,35,12
C0072,C0010,6,2
C0072,C0011,5,5
C0072,C0012,0,1
C0072,C0013,1,3
C0072,C0014,26,11
C0072,C0015,3,3
C0072,C0016,58,35
C0072,C0017,3,1
C0072,C0019,1,0
C0072,C0020,0,1
C0072,C0021,0,1
C0072,C0022,0,3
C0072,C0023,1,0
C0072,C0024,1,1
C0072,C0025,0,2
C0072,C0028,2,0
C0072,C0029,1,0
C0072,C0030,1,0
C0072,C0031,19,2
C0072,C0032,1,0
C0072,C0033,1,0
C0072,C0034,1,1
C0072,C0035,0,2
C0072,C0036,1,0
C0072,C0037,5,9
C0072,C0039,1,1
C0072,C0040,6,7
C0072,C0041,0,1
C0072,C0042,6,2
C0072,C0043,0,1
C0072,C0045,1,0
C0072,C0046,1,3
C0072,C0047,1,1
C0072,C0048,1,1
C0072,C0049,7,1
C0072,C0051,9,2
C0072,C0053,7,1
C0072,C0054,4,0
C0072,C0055,6,1
C0072,C0056,16,2
C0072,C0057,0,2
C0072,C0058,15,4
C0072,C0059,1,1
C0072,C0060,1,2
C0072,C0061,4,2
C0072,C0062,6,0
C0072,C0063,1,0
C0072,C0064,0,2
C0072,C0065,10,2
C0072,C0066,0,1
C0072,C0067,10,3
C0072,C0068,8,2
C0072,C0070,1,0
C0072,C0071,1,0
C0072,C0072,1,1
C0072,C0073,0,3
C0072,C0074,4,1
C0072,C0075,6,0
C0072,C0078,0,2
C0072,C0080,0,1
C0072,C0081,1,1
C0072,C0082,1,2
C0072,C0085,2,0
C0072,C0086,1,1
C0072,C0087,1,0
C0072,C0089,0,3
C0072,C0091,0,1
C0072,C0098,8,4
C0072,C0100,0,1
C0072,C0102,1,0
C0072,C0103,2,0
C0072,C0105,5,2
C0072,C0107,4,0
C0072,C0108,0,2
C0072,C0109,6,1
C0072,C0111,1,3
C0072,C0113,1,0
C0072,C0115,1,0
C0072,C0117,35,20
C0072,C0118,12,5
C0072,C0119,11,10
C0072,C0120,5,0
C0072,C0121,8,1
C0072,C0122,3,1
C0072,C0124,5,0
C0072,C0125,1,0
C0072,C0126,1,3
C0072,C0128,2,0
C0072,C0129,1,3
C0072,C0132,9,5
C0072,C0133,8,4
C0072,C0134,4,2
C0072,C0135,10,4
C0072,C0137,3,2
C0072,C0138,1,0
C0072,C0139,7,3
C0072,C0140,4,2
C0072,C0141,0,1
C0072,C0143,4,5
C0072,C0144,1,3
C0072,C0145,5,0
C0072,C0146,1,2
C0073,C0001,261,126
C0073,C0002,5,1
C0073,C0003,5,3
C0073,C0004,11,6
C0073,C0005,22,3
C0073,C0006,10,5
C0073,C0007,18,13
C0073,C0008,57,20
C0073,C0009,28,17
C0073,C0010,3,3
C0073,C0011,9,5
C0073,C0012,1,2
C0073,C0013,5,6
C0073,C0014,31,15
C0073,C0015,23,2
C0073,C0016,75,36
C0073,C0017,5,1
C0073,C0019,2,0
C0073,C0020,0,1
C0073,C0021,3,1
C0073,C0022,0,1
C0073,C0023,1,1
C0073,C0026,2,1
C0073,C0027,2,0
C0073,C0028,1,0
C0073,C0029,1,0
C0073,C0030,1,1
C0073,C0031,5,3
C0073,C0032,0,1
C0073,C0033,6,2
C0073,C0034,4,2
C0073,C0038,0,2
C0073,C0039,0,1
C0073,C0040,4,1
C0073,C0041,0,1
C0073,C0042,6,5
C0073,C0044,3,1
C0073,C0045,2,0
C0073,C0046,2,1
C0073,C0047,1,0
C0073,C0048,0,1
C0073,C0049,12,3
C0073,C0051,11,1
C0073,C0052,1,1
C0073,C0053,4,0
C0073,C0054,6,2
C0073,C0055,5,1
C0073,C0056,2,1
C0073,C0057,2,1
C0073,C0058,3,0
C0073,C0059,4,3
C0073,C0060,2,3
C0073,C0062,6,2
C0073,C0064,1,2
C0073,C0065,5,3
C0073,C0067,10,6
C0073,C0068,3,2
C0073,C0070,4,2
C0073,C0071,3,1
C0073,C0072,0,2
C0073,C0073,0,1
C0073,C0074,4,0
C0073,C0076,2,0
C0073,C0078,0,1
C0073,C0079,1,2
C0073,C0080,0,1
C0073,C0081,3,0
C0073,C0082,2,2
C0073,C0084,2,0
C0073,C0085,1,0
C0073,C0086,1,2
C0073,C0087,1,0
C0073,C0088,4,2
C0073,C0089,0,4
C0073,C0091,0,2
C0073,C0092,0,1
C0073,C0093,1,0
C0073,C0097,1,0
C0073,C0098,3,2
C0073,C0099,0,1
C0073,C0101,1,0
C0073,C0102,2,2
C0073,C0103,6,1
C0073,C0104,2,1
C0073,C0105,6,1
C0073,C0107,4,0
C0073,C0108,0,2
C0073,C0109,4,0
C0073,C0110,2,2
C0073,C0111,15,1
C0073,C0112,0,1
C0073,C0113,2,0
C0073,C0114,1,1
C0073,C0115,5,0
C0073,C0117,39,31
C0073,C0118,15,3
C0073,C0119,21,2
C0073,C0120,9,2
C0073,C0121,9,1
C0073,C0122,3,0
C0073,C0125,1,1
C0073,C0126,1,1
C0073,C0127,0,1
C0073,C0128,2,0
C0073,C0129,7,9
C0073,C0130,4,1
C0073,C0131,1,0
C0073,C0132,1,5
C0073,C0133,4,4
C0073,C0134,7,1
C0073,C0135,13,9
C0073,C0136,0,2
C0073,C0137,2,2
C0073,C0138,1,1
C0073,C0139,10,1
C0073,C0140,4,1
C0073,C0142,4,0
C0073,C0143,5,2
C0073,C0144,9,0
C0073,C0145,3,0
C0074,C0001,270,146
C0074,C0002,1,1
C0074,C0003,2,3
C0074,C0004,12,6
C0074,C0005,30,3
C0074,C0006,8,3
C0074,C0007,24,20
C0074,C0008,93,33
C0074,C0009,27,20
C0074,C0010,2,2
C0074,C0011,1,3
C0074,C0012,5,0
C0074,C0013,4,3
C0074,C0014,30,16
C0074,C0015,12,9
C0074,C0016,71,39
C0074,C0017,1,1
C0074,C0019,0,1
C0074,C0020,2,2
C0074,C0025,0,1
C0074,C0027,1,0
C0074,C0028,2,2
C0074,C0030,5,0
C0074,C0031,4,3
C0074,C0032,0,1
C0074,C0033,0,1
C0074,C0034,7,0
C0074,C0035,1,1
C0074,C0037,3,2
C0074,C0038,1,0
C0074,C0040,0,2
C0074,C0041,0,2
C0074,C0042,15,6
C0074,C0043,0,2
C0074,C0044,1,0
C0074,C0045,0,1
C0074,C0046,0,2
C0074,C0047,1,1
C0074,C0048,6,4
C0074,C0049,11,4
C0074,C0051,4,0
C0074,C0052,2,1
C0074,C0053,19,0
C0074,C0054,12,4
C0074,C0055,10,3
C0074,C0056,7,4
C0074,C0057,3,1
C0074,C0058,7,0
C0074,C0059,0,6
C0074,C0060,4,4
C0074,C0061,0,1
C0074,C0062,12,3
C0074,C0063,1,1
C0074,C0064,1,1
C0074,C0065,3,2
C0074,C0067,11,9
C0074,C0068,4,1
C0074,C0069,1,0
C0074,C0070,3,4
C0074,C0072,1,2
C0074,C0073,2,4
C0074,C0074,3,0
C0074,C0075,0,1
C0074,C0076,0,1
C0074,C0079,2,0
C0074,C0080,0,1
C0074,C0084,0,1
C0074,C0085,0,1
C0074,C0086,1,0
C0074,C0087,1,1
C0074,C0088,0,1
C0074,C0089,0,1
C0074,C0090,3,0
C0074,C0091,1,3
C0074,C0092,1,0
C0074,C0093,3,1
C0074,C0096,1,1
C0074,C0097,1,0
C0074,C0098,4,1
C0074,C0099,2,2
C0074,C0101,1,2
C0074,C0102,2,2
C0074,C0103,2,1
C0074,C0104,1,0
C0074,C0105,3,1
C0074,C0107,4,1
C0074,C0108,1,1
C0074,C0109,3,0
C0074,C0110,1,1
C0074,C0111,6,4
C0074,C0112,0,1
C0074,C0113,3,0
C0074,C0114,0,2
C0074,C0115,3,1
C0074,C0116,0,1
C0074,C0117,28,27
C0074,C0118,23,7
C0074,C0119,28,6
C0074,C0120,6,2
C0074,C0121,3,0
C0074,C0122,14,0
C0074,C0123,4,1
C0074,C0124,3,0
C0074,C0125,1,1
C0074,C0126,7,4
C0074,C0127,0,1
C0074,C0128,1,1
C0074,C0129,6,8
C0074,C0130,0,1
C0074,C0131,2,1
C0074,C0132,5,2
C0074,C0133,6,4
C0074,C0134,3,3
C0074,C0135,2,4
C0074,C0137,4,5
C0074,C0138,8,3
C0074,C0139,11,2
C0074,C0140,3,1
C0074,C0141,1,1
C0074,C0143,12,3
C0074,C0144,6,2
C0074,C0145,8,0
C0074,C0146,2,1
C0075,C0001,159,90
C0075,C0003,4,1
C0075,C0004,11,7
C0075,C0005,6,4
C0075,C0006,3,4
C0075,C0007,12,10
C0075,C0008,52,23
C0075,C0009,10,3
C0075,C0010,2,0
C0075,C0011,3,5
C0075,C0012,0,2
C0075,C0013,10,11
C0075,C0014,21,11
C0075,C0015,2,3
C0075,C0016,36,14
C0075,C0019,3,0
C0075,C0021,1,1
C0075,C0023,6,3
